Name,Medicine_Name,Alias,English_Name,Medicinal_Part,Source,Morphology,Distribution,Processing,Properties,Type,Effect,Usage,Constituent,Formula,Pharmacology,Taboo
藁本,藁本 gaoben,西芎、香藁本、秦芎。,Ligustici Rhizoma Et Radix。,,伞形科植物藁本Ligusticum sinense Oliv.的根茎及根。,多年生草本，高约1米。根茎呈不规则的团块，有多数须根。茎直立，中空，表面有纵棱。基生叶三角形，2回奇数羽状全裂，最终裂片3～4对，卵形，上面沿脉有乳头状突起，边缘有不整齐羽状深裂；茎上部叶具扩展叶鞘。复伞形花序顶生，具乳头状粗毛；总苞片和小总苞片线形或分裂；伞幅15～22，不等长；花梗20；花小，白色。双悬果宽卵形，无毛，分果具5棱。花期7～8月，果期9～11月。,生于山地草丛中。分布于河南、陕西、甘肃、江西、湖南、湖北等地。,秋季茎叶枯萎或次春出苗时采挖，除去泥沙，晒干或烘干。,不规则结节状圆柱形，稍扭曲，有分枝，长3～10厘米，直径1～2厘米。表面棕褐色或暗棕色，粗糙，有纵皱纹，上侧残留数个凹陷的圆形茎基，下侧有多数点状突起的根痕及残根。体轻，质较硬，易折断，断面黄色或黄白色，纤维状。气浓香，味辛、苦、微麻。,性温，味辛。归膀胱经。,散寒、除湿、止痛。属解表药下属分类的辛温解表药。,用量3～9克，水煎服。用治风寒感冒、巅顶疼痛、风湿肢节痹痛。,含挥发油0.3%～0.65%，其中新蛇床内酯含量最高，占25.57%。另含阿魏酸、香橙烯、乙酸龙脑酯、α-蒎烯、β-蒎烯、藁本内酯、洋川芎内酯A、洋川芎内酯G、洋川芎内酯H、洋川芎内酯Ⅰ、3-亚丁基苯酞等成分。,①治一切风，偏、正头痛，鼻塞脑闷，大解伤寒及头风，遍身疮癣，手足顽麻：川芎、细辛、白芷、甘草、藁本各等分，为末，每药120克，入煅石膏末1斤，水和为丸，每30克作八丸，每服一丸，食后薄荷茶嚼下。(《普济方》白龙丸),水提物或醇提物有明显的降压作用，同时还能直接扩张血管，对抗乙酰胆碱所致肠肌兴奋，明显降低离体兔子宫张力，并能对抗催产素对子宫的兴奋作用。药理实验表明，有显著的镇静、镇痛、解热和降温等中枢抑制作用。还有抗炎；抑制平滑肌；提高耐缺氧能力；具有抑菌、抗肝损害、抗早孕、抗氧化等作用。,阴血虚、肝阳亢及温热证头痛禁服。
高良姜,高良姜 gaoliangjiang,小良姜、蛮姜、奇凉姜、良姜、佛手根、海良姜。,Alpiniae Officmarum Rhizoma。,,姜科植物高良姜Alpinia officinarum Hance的干燥根茎。,多年生草本，高30～120厘米。根状茎圆柱形，直径1～1.5厘米，有节，节处具环形膜质鳞片，节上生根，芳香味。叶二列，叶片线状披针形，长15～30厘米，宽1.5～2厘米，先端渐尖或近尾状，基部渐窄，全缘或具不明显的疏钝齿。叶鞘开放，抱茎，边缘膜质，叶舌长可达3厘米，膜质，渐尖，棕色。圆锥花序顶生，直立或略弯，长5～15厘米，花序轴被短毛，小苞片狭长圆形，宿存，花萼筒状，长7～15毫米，先端不均匀3浅裂，外面被短毛，花冠管长约1厘米，裂片3，矩圆形，外面被短毛，唇瓣长圆状匙形，浅红色，长2～2.5厘米，发育雄蕊1，长约1.6厘米，花丝线形，子房下位，卵圆形，被短毛，3室，花柱细长，柱头稍膨大，2唇形，棕色。蒴果球形，直径约1.2厘米，橘红色，种子具干燥的假种皮，有钝棱角，棕色。花期4～10月，果期9～11月。,生于路旁、山坡草地。分布于广东、广西、海南、云南及台湾等省区，广东有大量栽培。,夏末秋初采挖，除去须根和残留的鳞片，洗净，切段，晒干。,呈圆柱形，多弯曲，有分枝，长5～9厘米，直径1～1.5厘米。表面棕红色至暗褐色，有细密的纵皱纹和灰棕色的波状环节，节间长0.2～1厘米，一面有圆形的根痕。质坚韧，不易折断，断面灰棕色或红棕色，纤维性，中柱约占1/3。气香，味辛辣。,性热，味辛。归脾经、胃经。,温胃止呕，散寒止痛。属温里药。,用量3～6克，内服煎汤，或入丸、散。用治脘腹冷痛，胃寒呕吐，嗳气吞酸。,根茎含多种二苯基庚烷类化合物，黄酮类化合物，还可能含有鼠李柠檬素及7-羟基-3，5-二甲氧基黄酮，又含挥发油。另含姜黄素、二氢姜黄素、六氢姜黄素、高良姜素、高良姜素-3-甲醚、丁香油酚、菜油固醇葡萄糖苷、豆固醇葡萄糖苷、姜黄素、二氢姜黄素、桂皮酸甲酯等成分。,①治心脾痛：高良姜细锉，微炒，杵末。米饮调下3克。(《十全方》),具有抗菌、镇痛、抗胃溃疡、止泻、利胆作用；可延迟血栓的形成和抑制血小板聚集；提高低氧条件下的氧利用能力。,阴虚有热者禁服。
杠板归,杠板归 gangbangui,蛇倒退、老虎脷、犁头刺、倒金钩、退血草。,Polygoni Perfoliati Herba,蓼科植物杠板归Polygonum perfoliatum L.的全草。,,多年生蔓性草本。全体无毛。茎有棱，棱上有倒生钩刺，多分枝，绿色，有时带红色。叶互生；叶片近三角形，长与宽相等，淡绿色，下面叶脉疏生钩刺，有时叶缘亦散生钩刺；叶柄盾状着生，几与叶片等长，有倒生钩刺；托鞘叶状，圆形或卵形，包茎。短穗状花序，顶生或生于上部叶腋，花小，多数；具苞，每苞含2～4花；花被5裂，白色或淡红紫色，裂片卵形，不甚展开，随果实而增大，变为肉质；雄蕊8；雌蕊1，子房卵圆形，花柱三叉状。瘦果球形，暗褐色，有光泽，包在蓝色花被内。花期6～8月，果期9～10月。,生于荒地、路旁和灌木丛中。全国各地均有分布。,夏季开花时采收，洗净，晒干。生用或鲜用。,茎略方柱形，有棱角，最长可达1米，紫红色或紫棕色，棱角上有倒生钩刺，节略膨大；根横断面黄白色，有髓心或中空。叶互生，叶柄盾状着生；叶片多皱卷，展平后近等边三角形，灰绿色至红棕色，下面叶脉及叶柄均有倒生钩刺。总状花序顶生或生于上部叶腋；花小，多卷缩或脱落。气微，味微酸。,性寒，味酸。归肺经、膀胱经。,清热解毒、利咽祛湿。属清热药下属分类的清热解毒药。,用量15～30克，鲜品60～100克；外用适量，捣敷或煎水洗。用治热毒咽喉肿痛、肺热咳嗽、湿热黄疸、水肿、慢性湿疹、瘰疬、疥癣、下肢关节肿痛、淋浊、痢疾等。,本品含咖啡酸、咖啡酸甲酯、原儿茶酸、槲皮素、白桦脂酸等成分。,①治慢性湿疹：鲜杠板归120克。水煎外洗，每日1次。(《单方验方调查资料选编》),具有较强的抗菌、抗病毒作用；对肾性高血压大鼠有抗高血压作用，可显著影响其心肌收缩和血压；具有一定抗诱变作用，对实验动物肿瘤有抑制作用，尚有止血等作用。煎剂对金黄色葡萄球菌、乙型溶血性链球菌及枯草、大肠、宋内氏痢疾、志贺氏痢疾等杆菌有抑制作用。对实验动物肿瘤有抑制作用。,体质虚弱者及孕妇慎服。
岗稔根,岗稔根 gangrengen,山稔根、岗稔、桃金娘根。,Radix Rhodomyrti。,,桃金娘科植物桃金娘Rhodomyrtus tomentosa (Ait.) Hassk.的根。,常绿灌木，幼枝密被短幼毛。叶互生，具被毛短柄，叶片革质，椭圆形或倒卵形，顶端钝或圆，且常有微凹，基部阔楔形或楔形，全缘，下面密披灰白色短柔毛；为离基3出脉，网脉在下面很明显。花序腋生，总花梗有花l~3朵，基部有卵形的小苞片2枚；萼片5枚，圆形，花瓣5片，倒卵状长圆形，雄蕊多数，子房下位，3室，柱头头状。浆果圆球形或椭圆状圆球形，顶端有宿萼，成熟时暗紫色，内有多数种子。,生于山地、丘陵、山岗、山坡的灌木丛中。分布于广东、海南、广西、云南等地。,全年均可采收。挖取根部，除净泥土，斩成短段片，晒干。,不规则圆柱形短段，切口偏斜，大小不等。表面红褐色，粗糙，有皱纹。切面棕红色，质坚硬，体重。气微，味涩。,性平，味甘、微涩。归肝经、肾经。,舒肝通络、止痛。属理气药。,用量15~ 30克，煎服。用治肝气郁滞的胸胁疼痛、风湿骨痛、腰肌劳损。,根含酚类、鞣质。根皮含鞣质。叶含蛇麻脂醇、羽扇豆醇、&beta；-香树脂醇、白桦脂醇。茎含蛇麻脂醇、&alpha；-香树脂醇、白桦脂醇、白桦脂醇.&beta；-醋酸酯、豆甾醇、谷甾醇。临床上，近期多用治肝炎、肝肿大疼痛。体外试验证明，水煎剂对金黄色葡萄球菌有抑制作用。尚有提高血小板数、增加纤维蛋白原含量、收缩血管平滑肌的作用。,,,暂缺。
岗梅根,岗梅根 gǎng m&eacute；i gēn,苦梅根、山梅根、秤星树根。,Ilex asprella (Hook. et Arn.) Champ. ex Benth.,,冬青科植物梅叶冬青的根。,落叶灌木，高可达3米；枝条表面散生多数大小似秤星的黄白色皮孔。叶互生，膜质，卵形，顶端渐尖，基部短尖或浑圆，边缘有小锯齿，叶面光亮。白色花，雌雄异株；雄花单生于叶腋，花瓣白色，通常4片，间有5~6片，仅在基部合生，雌蕊1枚，花柱短，柱头浅裂。果为浆果状核果，圆球形，成熟时黑色，内分核4~6粒，内果皮骨质。,多生于丘陵地的灌木丛中和低山的疏林下及村边、路边的旷地上。分布于广东、海南、湖南、福建、台湾等地。,全年均可采收。挖取根部，洗净，趁鲜斩成小片块，晒干。,片块近圆形或不规则形，外皮表面棕褐色或灰黄色，稍粗糙，微有皱纹，有侧根痕及多数白色圆形的小皮孔，大小似秤星；外皮薄，不易剥落，剥去外皮显灰白色或灰黄色，可见较密的点状或短条状突起，质坚硬，不易折断，断面木部宽广，黄白色或淡黄白色，有细微的放射状纹理及不规则环纹。气微，味先苦后回甘。,味苦、甘，性凉。归肺经、肝经、大肠经。,清热解毒、生津止渴、利咽消肿、散瘀止痛，具有抗菌作用。体外试验表明，对金黄色葡萄球菌、溶血性链球菌有抑制作用，对乙型溶血性链球菌有轻度抑制作用。可增加豚鼠离体心脏冠脉流量和心收缩力，注射药物后1分钟，流量增加146%，心收缩力增加103%。并具抗心肌缺血的作用。对垂体后叶素所致家兔急性心肌缺血T波改变有保护作用，对S-T段偏移及节律紊乱亦有一定减少，对冠心病、心绞痛有一定疗效。临床上，近期有用治术后感染、肺部感染、胆道感染、子宫内膜及附件炎。,用量15~ 30克，煎服。用治感冒发热、肺热咳嗽、热病津伤口渴、咽喉肿痛。外用适量，用治外伤瘀血肿痛。,含三萜皂苷、内脂(或香豆精)及少量生物碱。,,,脾胃虚寒者慎用，孕妇慎用。
干漆,干漆 ganqi,山漆、漆渣、黑漆。,Dried Lacquer,漆树科植物漆树Toxicodendron verniciflnum (Stokes)F.A.Barkl.的树脂经加工后的干燥品。,,落叶乔木。嫩枝和冬芽具棕黄色毛。单数羽状复叶，互生；小叶7～13，卵形或卵状椭圆形，全缘，上面疏生柔毛或近光滑，下面有黄柔毛，侧脉18～25对显著；叶柄短，有毛。圆锥花序侧生；花细小，黄色；雌雄异株，或单性花与两性花共存；萼5裂；花瓣5；雄蕊5，在雌花中不完全；子房无柄，上位，1室，花柱 3。核果偏斜而扁，宽大于高，淡棕黄色，光滑。花期5～6月，果熟期9～10月。,生于海拔800～2800(～3800)米的向阳山坡林内，亦有栽培。产于华东、华南等地。,割伤漆树树皮，收集自行流出的树脂为生漆，干固后凝成的团块为干漆。另外一般收集盛漆器具底留下的漆渣，干燥。,不规则块状，黑褐色或棕褐色，表面粗糙，有蜂窝状细小孔洞或呈颗粒状。质坚硬，不易折断，断面不平坦。具特殊臭气。,性温，味辛。归肝经、脾经。,破瘀血、消积、杀虫。属活血化瘀药下分类的活血调经药。,用量2.5～4.5克，入丸、散，2～4.5克。外用：烧烟熏。内服宜炒或煅后用。用治妇女闭经、瘀血癥瘕、虫积腹痛等。,干漆是生漆中的漆酚在虫漆酶(Laccase)的作用下在空气中氧化生成的黑色树脂物质。,①治产后恶露不下尽，腹内痛：干漆(捣碎，炒令烟尽)30克，没药30克。上件药捣细罗为散，每服食前以热酒调下3克。(《圣惠方》),有解痉作用，对心血管有影响，有促凝血作用。,本品破血通经之力较强，故孕妇及体虚、无淤者均忌用。畏蟹。内服过量可导致呕心呕吐，口腔发炎、溃疡，腹泻，严重者可发生中毒性肾病。也有出现肛门、会阴部皮肤发生丘疹，瘙痒剧烈者。
干姜,干姜 ganjiang,干生姜、白姜、均姜。,Zingiberis Rhizoma。,姜科植物姜Zingiber officinale Rosc.的干燥根茎。,,多年生草本。根茎肥大，断面白色，多粉质，有浓厚辛辣气味。叶2列，无柄而抱茎，叶片披针形至线状披针形。花葶自根茎生出，穗状花序椭圆形，苞片卵圆形，淡绿色，花萼管状，具3尖齿，花冠管状，裂片3，披针形；雄蕊1枚，与唇瓣几等长，子房下位，3室，无毛，花柱细长。花期8～10月。,原产于热带亚洲。我国大部分地区有栽培。,冬季霜降前采挖，除去茎、叶、须根及泥沙，洗净，晒干或低温干燥。,干姜药材呈扁平块状，具指状分枝。表面灰黄色或浅灰棕色，粗糙。分枝处常有鳞叶残存，分枝顶端有茎痕或芽。质坚实，断面黄白色或灰白色。粉性或颗粒性，内皮层环纹明显。气香、特异，味辛辣。,性热，味辛。归脾经、胃经、心经、肾经、肺经。,温中散寒、回阳通脉、燥湿消痰。属温里药。,用量3～10克，煎汤内服。用治脘腹冷痛、肢冷脉微、痰饮喘咳、胃肠气痛和绞痛、风湿痛、腰腿痛、胃及十二指肠溃疡、急性菌痢、急性睾丸炎、蛔虫病肠梗阻、慢性消化不良。,含挥发油，主要成分为姜酮、6-姜辣素、β-没药烯、α-姜黄烯、β-倍半水芹烯及姜醇、δ-茨烯、桉油精、枸橼醛、龙脑等。,①治卒心痛：干姜末，温酒服方寸匕，须臾，六七服，瘥。(《肘后方》),动物试验表明，水煎液及浸膏有中枢兴奋、健胃、止呕、抗菌作用；挥发油有抗炎及解热止痛作用。具有镇静、镇痛、抗炎、升血压、抗凝血作用；对消化系统具有止吐、增强离体肠收缩等作用；灭螺，抗血吸虫，促进肾上腺皮质激素的合成与释放。,阴虚内热、血热妄行者禁服。
甘遂,甘遂 gansui,猫儿眼、肿手花、头痛花、甘藳。,Kansui Radix。,,大戟科植物甘遂Euphorbia kansui T.N.Liou ex T.P.Wang的块根。,多年生草本，高2.5～40厘米，全株含白色乳汁。根细长而弯曲，部分呈连珠状，外皮棕褐色，其上生有少数细长的侧根及须根。茎丛生，直立，基部淡红紫色。叶互生，线状披针形或披针形，长3.5～9厘米，宽4～10毫米，先端钝，基部楔形，全缘。总花序顶生，有5～9伞梗，每伞梗再二叉状分枝；杯状聚伞花序总苞钟状，先端4裂；腺体4，生于裂片之间的外缘，呈新月形；雄花多数，长短不等；雌花，位于总苞中央，子房3室，花柱短，顶端3裂，柱头头状，微2裂。蒴果近球形。花期4～9月，果期6～10月。,生于山坡草地、路旁。分布于山西、山东、陕西、河南、宁夏、甘肃等地。,春季开花前或秋末茎叶枯萎后采挖，撞去外皮，晒干。,椭圆形、长圆柱形或连珠状，长1～5厘米，直径0.5～2.5厘米。表面类白色或黄白色，凹陷处有棕色外皮残留。质脆，易折断，断面粉性，白色，木部显放射状纹理；长圆柱状者纤维性较强。气微，味微甘而辣。,性寒，味苦。归肺经、肾经、大肠经。,泻水逐饮，消肿散结。属泻下药下属分类的峻下逐水药。,用量0.5～1.5克，炮炙后多入丸散用；外用适量，生用。用治水肿胀满、胸腹积水、痰饮积聚、气逆喘咳、二便不利。,本品含大戟二烯醇、α-大戟醇、甘遂醇、γ-大蓟甾醇、甘遂甾醇、α-大蓟甾醇。另有报道，根尚含20-去氧巨大戟萜醇的衍生物(Ⅰ)、(Ⅱ)，巨大戟萜醇的衍生物(Ⅲ)，13-氧化巨大戟萜醇的衍生物(Ⅳ)，甘遂萜酯A及甘遂萜酯B，上述成分均有毒性，另含β-谷甾醇。,①治水肿腹满：甘遂(炒)6.6克，黑幸牛45克。为末，水煎，时时呷之。(《普济方》),本品为峻泻药，具有泻下、抗生育、抑制免疫功能等作用，用于治胸水及腹水有较好的疗效，但与甘草配伍有一定的毒性反应。单用即有效，也可与其他中药配伍使用。现代药理试验表明，甘遂可刺激动物肠管、显著提高肠管紧张性、增加肠蠕动而引起泻下作用。另还有明显的利尿和引产作用。,有毒，气虚、阴伤、脾胃衰弱者及孕妇禁用，不宜与甘草同用。
甘肃丹参,甘肃丹参 gansudanshen,红秦艽、紫丹参、甘西鼠尾。,Gansu Salviae Miltiorrhizae。,,唇形科植物甘西鼠尾Salvia przewalskii Maxim.的根。,多年生草本，高达70厘米，全株密被柔毛。叶均为单叶，具柄，叶片三角状或椭圆戟形，稀长圆卵形，先端急尖或短渐尖，基部戟形或近心形，边缘具粗锯齿，下面密被灰白色茸毛。花序顶生或腋生，小轮伞有花2~4朵，组成总状花序；苞片卵形或椭圆形，两面被长柔毛，花萼钟状，外被腺毛，二唇形；花冠紫红色，筒部较宽短，平伸，筒内具毛环，花丝扁平。小坚果倒卵圆形，灰褐色。花期6~8月，果期8~9月。,生于山坡、林缘、路边、沟边及灌丛下。分布于湖北、四川、甘肃、云南等地。,春、秋季采挖，除去泥沙，干燥。,圆锥形，上粗下细，长10~20厘米，直径1~4厘米。表面暗棕红色，根头部常由1个至数个根茎合着，根部呈辫状或扭曲状，外皮常有部分脱落而显红褐色。质松而脆，易折断，断面不平坦，可见浅黄色筋脉。气微，味微苦。,性微寒，味苦。归心经、肝经。,祛瘀止痛、活血调经、养心除烦、排脓生肌。属活血化瘀药下分类的活血调经药,用量9～15克，煎服。用治月经不调、经闭、痛经、癥瘕积聚、胸腹刺痛、心烦不眠、疮疡肿毒、宫外孕、肝脾肿大、心绞痛。煎服。,含丹参酮I、丹参酮Ⅱа、丹参酮Ⅱв、隐丹参酮、二氢丹参酮I、丹参酸甲酯、原儿茶醛、紫丹参酸甲、紫丹参酸乙、丹参新酿乙、丹参内酯、紫丹参甲素、去甲丹参酮、齐墩果酸等。实验表明，本品具有抗菌、消炎、抗自由基等多种药理活性。,,,月经过多而无瘀血者禁服，孕妇慎用。
甘松,甘松 gansong,香松、甘松香。,Nardostachyos Radix Et Rhizoma。,来源于败酱科植物甘松Nardostachys chinensis Batal.的根及根茎。,,多年生草本，高20～35厘米，全株有强烈松节油样香气。主根长圆柱形，微肉质，单一或分枝，棕黑色。根茎较短，有少数棕色叶基纤维。叶基生，每簇有叶6～9片，线状倒披针形或披针形，长7～18厘米，宽0.4～1厘米，全缘，主脉平行3出。花茎有苞叶3～4对，长2～6厘米，愈上愈小。聚伞花序多呈紧密圆头状，总苞片2，长卵形；花萼5裂，齿极小；花冠淡紫红色，筒状，基部一侧突缩，先端稍不等5裂；雄蕊4枚；子房下位。瘦果倒卵形。花期8月。,生于海拔3500～4500米高山地的草原河边。分布于甘肃、青海、四川等地。,春、秋季采挖，除去泥沙及杂质，晒干或阴干。,略呈圆锥形，多弯曲，长5～18厘米。根茎短小，上端有茎，叶残基，呈狭长的膜质片状或纤维状。外层黑棕色，内层棕色或黄色。根单一或数条交结、分枝或并列，直径0.3～1厘米。表面棕褐色，皱缩，有细根及须根。质松脆，易折断，断面粗糙，皮部深棕色，常成裂片状，木部黄白色。气特异，味苦而辛，有清凉感。,性温，味辛、甘。归脾经、胃经。,理气止痛、开郁醒脾。属理气药。,用量3～6克，水煎服；外用适量，泡汤漱口，煎汤洗脚或研末敷患处。用于治疗脘腹胀满、食欲不振、呕吐，外治牙痛、脚肿。也可用于治疗神经衰弱、癔病、失眠、易惊等症。,含挥发油1%以上，油中含多种倍半萜类，还含愈创木烷类成分。近又分离得甘松酮A、甘松酮B、甘松酮C、甘松酮D、甘松酮E。,①治肾虚齿痛：甘松、硫黄等分为末，泡汤漱之。(《经效济世方》),有良好的镇静、抗微生物、调整心律及松弛平滑肌等作用；甘松提取物灌胃，减少小鼠自发活动，抑制小鼠最大电休克发作，抑制安钠咖或硝酸士的宁导致的小鼠惊厥发生。静脉注射甘松醇提取物，拮抗氯化钡诱发的大鼠心律失常及氯仿-肾上腺素诱发的家兔心律失常，延长家兔离体心房的不应期；甘松能降低家兔离体十二指肠平滑肌张力，缓解氯化钡或乙酰胆碱所致肠平滑肌痉挛；甘松在试管内对结核杆菌有抑制作用。,气虚血热者慎服。
甘草,甘草 gancao,蜜甘、甜甘草、国老、美草。,Radix Rhizoma Glycyrrhizae。,,豆科植物甘草Glycyrrhiza uralensis Fisch.、胀果甘草Glycyrrhiza inflata Bat. 或光果甘草Glycyrrhiza glabra L. 的干燥根及根茎。,多年生草本。根茎圆柱状，多横走；主根甚长，粗大，外皮红棕色。茎直立，稍带木质，被白色短毛及腺鳞或腺状毛。奇数羽状复叶。总状花序腋生，花密集，花萼钟状，花冠淡紫堇色，旗瓣大，雄蕊10枚，9枚基部连合。荚果扁平。,生于向阳干燥的棕钙土及含盐分较少、土层深厚、排水良好的钙质草原。分布于黑龙江、吉林、辽宁、内蒙古、甘肃、新疆等地。,秋季采挖，趁湿切去茎基、串条、枝杈、须根等，放干燥处风干。亦有将外面栓皮削去者，称为粉甘草。,长圆柱形，表面红棕色、暗棕色或灰褐色，有明显的皱纹、沟纹及横长皮孔。质坚实而重，断面黄白色，有粉性，横切面形成层呈棕色环状，常有裂隙，木质部浅黄色，有时呈偏心性。根茎表面有芽痕，横切面中心有髓。气微，味甚甜而特殊。,性平，味甘。归心经、胃经、脾经、肺经。,补脾益气、止咳祛痰、缓急定痛、调和药性。属补虚药下分类的补气药。,内服：煎汤，用量2～6克，调和诸药用量宜小，作为主药用量宜稍大，可用109左右；用于中毒抢救，可用30～60g。凡入补益药中宜炙用，入清泻药中宜生用。外用：适量，煎水洗、渍；或研末敷。治疗脾胃虚弱、中气不足、咳嗽气喘、痈疽疮毒、腹中挛急作痛、缓和药物烈性、解药毒。清热应生用，补中宜炙用。实证中满腹胀者忌服。,本品主要含甘草苷、甘草酸、甘草甜素、子丁香烯氧化物、甘草萜醇、18а-羟基甘草次酸、异甘草次酸、甘草香豆精、刺芒柄花素、新甘草查耳酮D、光果甘草苷元、异甘草黄酮醇、三萜皂苷、香豆素等成分。, ①治伤寒脉结代，心动悸：甘草(炙)120克，生姜(切)90克，人参60克，生地黄480克，桂枝(去皮)90克，阿胶60克，麦门冬(去心)240 克、麻仁半升。大枣(擘)三十枚。上九味，以清酒七升，水八升，先煮八味，取三升，去滓。内胶烊消尽，温服一升，日三服。(《伤寒论》炙甘草汤),甘草有肾上腺皮质激素作用，抗炎、抗溃疡、抗过敏反应，抗癌，抗菌，抗病毒，促进胰液分泌，对离体肠有抑制，调节免疫功能，镇咳祛痰，抗突变，解毒，抗氧化，保护耳前庭功能、利尿，保肝、防止动脉硬化，抗脑缺血，预防糖尿病并发症等作用。,湿浊中阻而脘腹胀满、呕吐及水肿者禁服。不宜与海藻、京大戟、红大戟、甘遂、芫花同用。
覆盆子,覆盆子 fupenzi,乌藨子、覆盆、小托盘、山泡、竻蔗子。,Rubi Fructus,蔷薇科植物华东覆盆子Rubus chingii Hu的聚合果。,,落叶灌木。茎直立，枝条细长，疏生微变倒刺。裂片卵状披针形，先端长渐尖，边缘有重齿，基部浅心形，主脉5条。花白色，花瓣5片，卵圆形。雄蕊多数；雌蕊有多数离生心皮。聚合果卵球形，红色，下垂。花期4～5月，果期6～7月。,生于溪旁或山坡灌木丛中、林缘及乱石堆中。分布于安徽、江苏、浙江等地。,6～8月，将未成熟的青色聚合果摘下，放入沸水中稍浸后，置烈日下晒干，除去果梗杂质。,多数小核果聚合，全体呈半球形、扁圆锥形或类球形，上部钝圆，基部中心凹入。长6～13毫米，直径5～12毫米。表面灰绿色或淡棕色，密被灰白色或灰绿色短毛；宿萼棕褐色，5裂，裂片先端多已折断，上有许多棕色残存花丝，下有细长果柄或其痕迹。横切面类圆形，周围有小核果紧密排列成环，小核果囊状，长2～2.5毫米，宽0.8～1.2毫米，基部较小，背面隆起，密被灰白色或黄绿色茸毛，两侧有网状凹纹，腹部有突起棱线，质硬，内含棕色种子1粒。气清香，味微酸涩。,性温，味甘、酸。归肾经、膀胱经。,益肾、固精、缩尿。属收涩药下分类的固精缩尿止带药。,用量6～12克，煎汤内服；或入丸、散，亦可浸酒或熬膏。用治肾虚不固所致的遗精、滑精、遗尿、尿频；肝肾不足之目暗不明等。,含覆盆子酸、鞣花酸、覆盆子苷F1、覆盆子苷F2、覆盆子苷F3、覆盆子苷F4、覆盆子苷F5、覆盆子酸、β-谷固醇等成分。聚合果每100克中含维生素C3379毫克、水分79.93%、蛋白质2.232%、总糖6.750%、有机酸1.472%，以及维生素A类物质，其含量按维生素A计算为0.058 6%。,①治尿崩症，年老体虚小便失禁：覆盆子9克，山药、益智仁、乌梅各6克，炙甘草4.5克。煎服。(《安徽中草药》),本品似有雌激素样作用，并能抑制霍乱弧菌生长。,肾虚火旺，小便短赤者慎服。
